,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer
214,5,120,45,50,6.0,800,25,0,14
215,5,125,45,50,6.0,800,25,0,14
216,5,130,45,50,6.0,800,25,0,14
217,5,135,45,50,6.0,800,25,0,14
218,5,140,45,50,6.0,800,25,0,14
219,5,145,45,50,6.0,800,25,0,14
220,5,150,45,50,6.0,800,25,0,14
221,5,100,50,55,6.5,900,30,0,14
222,5,105,50,55,6.5,900,30,0,14
223,5,110,50,55,6.5,900,30,0,14
224,5,115,50,55,6.5,900,30,0,14
225,5,120,50,55,6.5,900,30,0,14
226,5,125,50,55,6.5,900,30,0,14
227,5,130,50,55,6.5,900,30,0,14
228,5,135,50,55,6.5,900,30,0,14
229,5,140,50,55,6.5,900,30,0,14
230,5,145,50,55,6.5,900,30,0,14
231,5,150,50,55,6.5,900,30,0,14
232,5,100,55,60,7.0,1000,35,0,14
233,5,105,55,60,7.0,1000,35,0,14
234,5,110,55,60,7.0,1000,35,0,14
235,5,115,55,60,7.0,1000,35,0,14
236,5,120,55,60,7.0,1000,35,0,14
237,5,125,55,60,7.0,1000,35,0,14
238,5,130,55,60,7.0,1000,35,0,14
239,5,135,55,60,7.0,1000,35,0,14
240,5,140,55,60,7.0,1000,35,0,14
241,5,145,55,60,7.0,1000,35,0,14
242,5,150,55,60,7.0,1000,35,0,14
243,5,100,60,65,7.5,800,25,0,14
244,5,105,60,65,7.5,800,25,0,14
245,5,110,60,65,7.5,800,25,0,14
246,5,115,60,65,7.5,800,25,0,14
247,5,120,60,65,7.5,800,25,0,14
248,5,125,60,65,7.5,800,25,0,14
249,5,130,60,65,7.5,800,25,0,14
250,5,135,60,65,7.5,800,25,0,14
251,5,140,60,65,7.5,800,25,0,14
252,5,145,60,65,7.5,800,25,0,14
253,5,150,60,65,7.5,800,25,0,14
254,5,100,40,70,6.0,900,30,0,14
255,5,105,40,70,6.0,900,30,0,14
256,5,110,40,70,6.0,900,30,0,14
257,5,115,40,70,6.0,900,30,0,14
258,5,120,40,70,6.0,900,30,0,14
259,5,125,40,70,6.0,900,30,0,14
260,5,130,40,70,6.0,900,30,0,14
261,5,135,40,70,6.0,900,30,0,14
262,5,140,40,70,6.0,900,30,0,14
263,5,145,40,70,6.0,900,30,0,14
264,5,150,40,70,6.0,900,30,0,14
265,5,100,45,75,6.5,1000,35,0,14
266,5,105,45,75,6.5,1000,35,0,14
267,5,110,45,75,6.5,1000,35,0,14
268,5,115,45,75,6.5,1000,35,0,14
269,5,120,45,75,6.5,1000,35,0,14
270,5,125,45,75,6.5,1000,35,0,14
271,5,130,45,75,6.5,1000,35,0,14
272,5,135,45,75,6.5,1000,35,0,14
273,5,140,45,75,6.5,1000,35,0,14
274,5,145,45,75,6.5,1000,35,0,14
275,5,150,45,75,6.5,1000,35,0,14
276,5,100,50,50,7.0,800,25,0,3
277,5,105,50,50,7.0,800,25,0,3
278,5,110,50,50,7.0,800,25,0,3
279,5,115,50,50,7.0,800,25,0,3
280,5,120,50,50,7.0,800,25,0,3
281,5,125,50,50,7.0,800,25,0,3
282,5,130,50,50,7.0,800,25,0,3
283,5,135,50,50,7.0,800,25,0,3
284,5,140,50,50,7.0,800,25,0,3
285,5,145,50,50,7.0,800,25,0,3
286,5,150,50,50,7.0,800,25,0,3
287,5,100,55,55,7.5,900,30,0,3
288,5,105,55,55,7.5,900,30,0,3
289,5,110,55,55,7.5,900,30,0,3
290,5,115,55,55,7.5,900,30,0,3
291,5,120,55,55,7.5,900,30,0,3
292,5,125,55,55,7.5,900,30,0,3
293,5,130,55,55,7.5,900,30,0,3
294,5,135,55,55,7.5,900,30,0,3
295,5,140,55,55,7.5,900,30,0,3
296,5,145,55,55,7.5,900,30,0,3
297,5,150,55,55,7.5,900,30,0,3
298,5,100,60,60,6.0,1000,35,0,3
299,5,105,60,60,6.0,1000,35,0,3
300,5,110,60,60,6.0,1000,35,0,3
301,5,115,60,60,6.0,1000,35,0,3
302,5,120,60,60,6.0,1000,35,0,3
303,5,125,60,60,6.0,1000,35,0,3
304,5,130,60,60,6.0,1000,35,0,3
305,5,135,60,60,6.0,1000,35,0,3
306,5,140,60,60,6.0,1000,35,0,3
307,5,145,60,60,6.0,1000,35,0,3
308,5,150,60,60,6.0,1000,35,0,3
309,5,100,40,65,6.5,800,25,0,3
310,5,105,40,65,6.5,800,25,0,3
311,5,110,40,65,6.5,800,25,0,3
312,5,115,40,65,6.5,800,25,0,3
313,5,120,40,65,6.5,800,25,0,3
314,5,125,40,65,6.5,800,25,0,3
315,5,130,40,65,6.5,800,25,0,3
316,5,135,40,65,6.5,800,25,0,3
317,5,140,40,65,6.5,800,25,0,3
318,5,145,40,65,6.5,800,25,0,3
319,5,150,40,65,6.5,800,25,0,3
320,5,100,45,70,7.0,900,30,0,3
321,5,105,45,70,7.0,900,30,0,3
322,5,110,45,70,7.0,900,30,0,3
323,5,115,45,70,7.0,900,30,0,3
324,5,120,45,70,7.0,900,30,0,3
325,5,125,45,70,7.0,900,30,0,3
326,5,130,45,70,7.0,900,30,0,3
327,5,135,45,70,7.0,900,30,0,3
328,5,140,45,70,7.0,900,30,0,3
329,5,145,45,70,7.0,900,30,0,3
330,5,150,45,70,7.0,900,30,0,3
331,5,100,50,75,7.5,1000,35,0,3
332,5,105,50,75,7.5,1000,35,0,3
333,5,110,50,75,7.5,1000,35,0,3
334,5,115,50,75,7.5,1000,35,0,3
335,5,120,50,75,7.5,1000,35,0,3
336,5,125,50,75,7.5,1000,35,0,3
337,5,130,50,75,7.5,1000,35,0,3
338,5,135,50,75,7.5,1000,35,0,3
339,5,140,50,75,7.5,1000,35,0,3
340,5,145,50,75,7.5,1000,35,0,3
341,5,150,50,75,7.5,1000,35,0,3
342,5,100,55,50,6.0,800,25,0,10
343,5,105,55,50,6.0,800,25,0,10
344,5,110,55,50,6.0,800,25,0,10
345,5,115,55,50,6.0,800,25,0,10
346,5,120,55,50,6.0,800,25,0,10
347,5,125,55,50,6.0,800,25,0,10
348,5,130,55,50,6.0,800,25,0,10
349,5,135,55,50,6.0,800,25,0,10
350,5,140,55,50,6.0,800,25,0,10
351,5,145,55,50,6.0,800,25,0,10
352,5,150,55,50,6.0,800,25,0,10
353,5,100,60,55,6.5,900,30,0,10
354,5,105,60,55,6.5,900,30,0,10
355,5,110,60,55,6.5,900,30,0,10
356,5,115,60,55,6.5,900,30,0,10
357,5,120,60,55,6.5,900,30,0,10
358,5,125,60,55,6.5,900,30,0,10
359,5,130,60,55,6.5,900,30,0,10
360,5,135,60,55,6.5,900,30,0,10
361,5,140,60,55,6.5,900,30,0,10
362,5,145,60,55,6.5,900,30,0,10
363,5,150,60,55,6.5,900,30,0,10
364,5,100,40,60,7.0,1000,35,0,10
365,5,105,40,60,7.0,1000,35,0,10
366,5,110,40,60,7.0,1000,35,0,10
367,5,115,40,60,7.0,1000,35,0,10
368,5,120,40,60,7.0,1000,35,0,10
369,5,125,40,60,7.0,1000,35,0,10
370,5,130,40,60,7.0,1000,35,0,10
371,5,135,40,60,7.0,1000,35,0,10
372,5,140,40,60,7.0,1000,35,0,10
373,5,145,40,60,7.0,1000,35,0,10
374,5,150,40,60,7.0,1000,35,0,10
375,5,100,45,65,7.5,800,25,0,10
376,5,105,45,65,7.5,800,25,0,10
377,5,110,45,65,7.5,800,25,0,10
378,5,115,45,65,7.5,800,25,0,10
379,5,120,45,65,7.5,800,25,0,10
380,5,125,45,65,7.5,800,25,0,10
381,5,130,45,65,7.5,800,25,0,10
382,5,135,45,65,7.5,800,25,0,10
383,5,140,45,65,7.5,800,25,0,10
384,5,145,45,65,7.5,800,25,0,10
385,5,150,45,65,7.5,800,25,0,10
386,5,100,50,70,6.0,900,30,0,10
387,5,105,50,70,6.0,900,30,0,10
388,5,110,50,70,6.0,900,30,0,10
389,5,115,50,70,6.0,900,30,0,10
390,5,120,50,70,6.0,900,30,0,10
391,5,125,50,70,6.0,900,30,0,10
392,5,130,50,70,6.0,900,30,0,10
393,5,135,50,70,6.0,900,30,0,10
394,5,140,50,70,6.0,900,30,0,10
395,5,145,50,70,6.0,900,30,0,10
396,5,150,50,70,6.0,900,30,0,10
397,5,100,55,75,6.5,1000,35,0,10
398,5,105,55,75,6.5,1000,35,0,10
399,5,110,55,75,6.5,1000,35,0,10
400,5,115,55,75,6.5,1000,35,0,10
401,5,120,55,75,6.5,1000,35,0,10
402,5,125,55,75,6.5,1000,35,0,10
403,5,130,55,75,6.5,1000,35,0,10
404,5,135,55,75,6.5,1000,35,0,10
405,5,140,55,75,6.5,1000,35,0,10
406,5,145,55,75,6.5,1000,35,0,10
407,5,150,55,75,6.5,1000,35,0,10
408,5,100,60,50,7.0,800,25,0,14
409,5,105,60,50,7.0,800,25,0,14
410,5,110,60,50,7.0,800,25,0,14
411,5,115,60,50,7.0,800,25,0,14
412,5,120,60,50,7.0,800,25,0,14
413,5,125,60,50,7.0,800,25,0,14
414,5,130,60,50,7.0,800,25,0,14
415,5,135,60,50,7.0,800,25,0,14
416,5,140,60,50,7.0,800,25,0,14
417,5,145,60,50,7.0,800,25,0,14
418,5,150,60,50,7.0,800,25,0,14
419,5,100,40,55,7.5,900,30,0,14
420,5,105,40,55,7.5,900,30,0,14
421,5,110,40,55,7.5,900,30,0,14
422,5,115,40,55,7.5,900,30,0,14
423,5,120,40,55,7.5,900,30,0,14
424,5,125,40,55,7.5,900,30,0,14
425,5,130,40,55,7.5,900,30,0,14
426,5,135,40,55,7.5,900,30,0,14
427,5,140,40,55,7.5,900,30,0,14
428,5,145,40,55,7.5,900,30,0,14
429,5,150,40,55,7.5,900,30,0,14
430,5,100,45,60,6.0,1000,35,0,14
431,5,105,45,60,6.0,1000,35,0,14
432,5,110,45,60,6.0,1000,35,0,14
433,5,115,45,60,6.0,1000,35,0,14
434,5,120,45,60,6.0,1000,35,0,14
435,5,125,45,60,6.0,1000,35,0,14
436,5,130,45,60,6.0,1000,35,0,14
437,5,135,45,60,6.0,1000,35,0,14
438,5,140,45,60,6.0,1000,35,0,14
439,5,145,45,60,6.0,1000,35,0,14
440,5,150,45,60,6.0,1000,35,0,14
441,5,100,50,65,6.5,800,25,0,14
442,5,105,50,65,6.5,800,25,0,14
443,5,110,50,65,6.5,800,25,0,14
444,5,115,50,65,6.5,800,25,0,14
445,5,120,50,65,6.5,800,25,0,14
446,5,125,50,65,6.5,800,25,0,14
447,5,130,50,65,6.5,800,25,0,14
448,5,135,50,65,6.5,800,25,0,14
449,5,140,50,65,6.5,800,25,0,14
450,5,145,50,65,6.5,800,25,0,14
451,5,150,50,65,6.5,800,25,0,14
452,5,100,55,70,7.0,900,30,0,14
453,5,105,55,70,7.0,900,30,0,14
454,5,110,55,70,7.0,900,30,0,14
455,5,115,55,70,7.0,900,30,0,14
456,5,120,55,70,7.0,900,30,0,14
457,5,125,55,70,7.0,900,30,0,14
458,5,130,55,70,7.0,900,30,0,14
459,5,135,55,70,7.0,900,30,0,14
460,5,140,55,70,7.0,900,30,0,14
461,5,145,55,70,7.0,900,30,0,14
462,5,150,55,70,7.0,900,30,0,14
463,5,100,60,75,7.5,1000,35,0,14
464,5,105,60,75,7.5,1000,35,0,14
465,5,110,60,75,7.5,1000,35,0,14
466,5,115,60,75,7.5,1000,35,0,14
467,5,120,60,75,7.5,1000,35,0,14
468,5,125,60,75,7.5,1000,35,0,14
469,5,130,60,75,7.5,1000,35,0,14
470,5,135,60,75,7.5,1000,35,0,14
471,5,140,60,75,7.5,1000,35,0,14
472,5,145,60,75,7.5,1000,35,0,14
473,5,150,60,75,7.5,1000,35,0,14
474,5,100,60,40,6.0,800,25,0,2
475,5,105,60,40,6.0,800,25,0,2
476,5,110,60,40,6.0,800,25,0,2
477,5,115,60,40,6.0,800,25,0,2
478,5,120,60,40,6.0,800,25,0,2
479,5,100,65,45,6.5,900,30,0,2
480,5,105,65,45,6.5,900,30,0,2
481,5,110,65,45,6.5,900,30,0,2
482,5,115,65,45,6.5,900,30,0,2
483,5,120,65,45,6.5,900,30,0,2
484,5,100,70,50,7.0,1000,35,0,2
485,5,105,70,50,7.0,1000,35,0,2
486,5,110,70,50,7.0,1000,35,0,2
487,5,115,70,50,7.0,1000,35,0,2
488,5,120,70,50,7.0,1000,35,0,2
489,5,100,75,55,7.5,800,25,0,2
490,5,105,75,55,7.5,800,25,0,2
491,5,110,75,55,7.5,800,25,0,2
492,5,115,75,55,7.5,800,25,0,2
493,5,120,75,55,7.5,800,25,0,2
494,5,100,80,60,6.0,900,30,0,2
495,5,105,80,60,6.0,900,30,0,2
496,5,110,80,60,6.0,900,30,0,2
497,5,115,80,60,6.0,900,30,0,2
498,5,120,80,60,6.0,900,30,0,2
499,5,100,60,65,6.5,1000,35,0,2
500,5,105,60,65,6.5,1000,35,0,2
501,5,110,60,65,6.5,1000,35,0,2
502,5,115,60,65,6.5,1000,35,0,2
503,5,120,60,65,6.5,1000,35,0,2
504,5,100,65,40,7.0,800,25,0,2
505,5,105,65,40,7.0,800,25,0,2
506,5,110,65,40,7.0,800,25,0,2
507,5,115,65,40,7.0,800,25,0,2
508,5,120,65,40,7.0,800,25,0,2
509,5,100,70,45,7.5,900,30,0,2
510,5,105,70,45,7.5,900,30,0,2
511,5,110,70,45,7.5,900,30,0,2
512,5,115,70,45,7.5,900,30,0,2
513,5,120,70,45,7.5,900,30,0,2
514,5,100,75,50,6.0,1000,35,0,2
515,5,105,75,50,6.0,1000,35,0,2
516,5,110,75,50,6.0,1000,35,0,2
517,5,115,75,50,6.0,1000,35,0,2
518,5,120,75,50,6.0,1000,35,0,2
519,5,100,80,55,6.5,800,25,0,2
520,5,105,80,55,6.5,800,25,0,2
521,5,110,80,55,6.5,800,25,0,2
522,5,115,80,55,6.5,800,25,0,2
523,5,120,80,55,6.5,800,25,0,2
524,5,100,60,60,7.0,900,30,0,2
525,5,105,60,60,7.0,900,30,0,2
526,5,110,60,60,7.0,900,30,0,2
527,5,115,60,60,7.0,900,30,0,2
528,5,120,60,60,7.0,900,30,0,2
529,5,100,65,65,7.5,1000,35,0,2
530,5,105,65,65,7.5,1000,35,0,2
531,5,110,65,65,7.5,1000,35,0,2
532,5,115,65,65,7.5,1000,35,0,2
533,5,120,65,65,7.5,1000,35,0,2
534,5,100,70,40,6.0,800,25,0,2
535,5,105,70,40,6.0,800,25,0,2
536,5,110,70,40,6.0,800,25,0,2
537,5,115,70,40,6.0,800,25,0,2
538,5,120,70,40,6.0,800,25,0,2
539,5,100,75,45,6.5,900,30,0,2
540,5,105,75,45,6.5,900,30,0,10
541,5,110,75,45,6.5,900,30,0,10
542,5,115,75,45,6.5,900,30,0,10
543,5,120,75,45,6.5,900,30,0,10
544,5,100,80,50,7.0,1000,35,0,10
545,5,105,80,50,7.0,1000,35,0,10
546,5,110,80,50,7.0,1000,35,0,10
547,5,115,80,50,7.0,1000,35,0,10
548,5,120,80,50,7.0,1000,35,0,10
549,5,100,60,55,7.5,800,25,0,10
550,5,105,60,55,7.5,800,25,0,10
551,5,110,60,55,7.5,800,25,0,10
552,5,115,60,55,7.5,800,25,0,10
553,5,120,60,55,7.5,800,25,0,10
554,5,100,65,60,6.0,900,30,0,10
555,5,105,65,60,6.0,900,30,0,10
556,5,110,65,60,6.0,900,30,0,10
557,5,115,65,60,6.0,900,30,0,10
558,5,120,65,60,6.0,900,30,0,10
559,5,100,70,65,6.5,1000,35,0,10
560,5,105,70,65,6.5,1000,35,0,10
561,5,110,70,65,6.5,1000,35,0,10
562,5,115,70,65,6.5,1000,35,0,10
563,5,120,70,65,6.5,1000,35,0,10
564,5,100,75,40,7.0,800,25,0,10
565,5,105,75,40,7.0,800,25,0,10
566,5,110,75,40,7.0,800,25,0,10
567,5,115,75,40,7.0,800,25,0,10
568,5,120,75,40,7.0,800,25,0,10
569,5,100,80,45,7.5,900,30,0,10
570,5,105,80,45,7.5,900,30,0,10
571,5,110,80,45,7.5,900,30,0,10
572,5,115,80,45,7.5,900,30,0,10
573,5,120,80,45,7.5,900,30,0,10
574,5,100,60,50,6.0,1000,35,0,10
575,5,105,60,50,6.0,1000,35,0,10
576,5,110,60,50,6.0,1000,35,0,10
577,5,115,60,50,6.0,1000,35,0,10
578,5,120,60,50,6.0,1000,35,0,10
579,5,100,65,55,6.5,800,25,0,10
580,5,105,65,55,6.5,800,25,0,10
581,5,110,65,55,6.5,800,25,0,10
582,5,115,65,55,6.5,800,25,0,10
583,5,120,65,55,6.5,800,25,0,10
584,5,100,70,60,7.0,900,30,0,10
585,5,105,70,60,7.0,900,30,0,10
586,5,110,70,60,7.0,900,30,0,10
587,5,115,70,60,7.0,900,30,0,10
588,5,120,70,60,7.0,900,30,0,10
589,5,100,75,65,7.5,1000,35,0,10
590,5,105,75,65,7.5,1000,35,0,10
591,5,110,75,65,7.5,1000,35,0,10
592,5,115,75,65,7.5,1000,35,0,10
593,5,120,75,65,7.5,1000,35,0,10
594,5,100,80,40,6.0,800,25,0,10
595,5,105,80,40,6.0,800,25,0,10
596,5,110,80,40,6.0,800,25,0,10
597,5,115,80,40,6.0,800,25,0,10
598,5,120,80,40,6.0,800,25,0,10
599,5,100,60,45,6.5,900,30,0,10
600,5,105,60,45,6.5,900,30,0,10
601,5,110,60,45,6.5,900,30,0,10
602,5,115,60,45,6.5,900,30,0,10
603,5,120,60,45,6.5,900,30,0,10
604,5,100,65,50,7.0,1000,35,0,10
605,5,105,65,50,7.0,1000,35,0,10
606,5,110,65,50,7.0,1000,35,0,14
607,5,115,65,50,7.0,1000,35,0,14
608,5,120,65,50,7.0,1000,35,0,14
609,5,100,70,55,7.5,800,25,0,14
610,5,105,70,55,7.5,800,25,0,14
611,5,110,70,55,7.5,800,25,0,14
612,5,115,70,55,7.5,800,25,0,14
613,5,120,70,55,7.5,800,25,0,14
614,5,100,75,60,6.0,900,30,0,14
615,5,105,75,60,6.0,900,30,0,14
616,5,110,75,60,6.0,900,30,0,14
617,5,115,75,60,6.0,900,30,0,14
618,5,120,75,60,6.0,900,30,0,14
619,5,100,80,65,6.5,1000,35,0,14
620,5,105,80,65,6.5,1000,35,0,14
